Название;Артист;Продолжительность(мс);Наличие мата;Дата релиза;Жанр;Количество треков у артиста;Количество лайков артиста;Количество лайков альбома;ID трека;ID артиста;Язык
Breeding Insanity;No Warning;191540;True;2004-10-19T00:00:00+04:00;rock;25;98;32;149178;58019;en
S304;No Warning;221840;False;2004-10-19T00:00:00+04:00;rock;25;98;32;149179;58019;en
Scratch the Skin;No Warning;202880;False;2004-10-19T00:00:00+04:00;rock;25;98;32;149180;58019;en
Live Through Me;No Warning;177060;False;2004-10-19T00:00:00+04:00;rock;25;98;32;149181;58019;en
Believe;Kenny Wayne Shepherd;237500;False;2004-10-05T00:00:00+04:00;blues;74;1990;170;149182;48762;en
Be Mine;Kenny Wayne Shepherd;248500;False;2004-10-05T00:00:00+04:00;blues;74;1990;170;149183;48762;en
The Place You're In;Kenny Wayne Shepherd;202030;False;2004-10-05T00:00:00+04:00;blues;74;1990;170;149184;48762;en
Get It Together;Kenny Wayne Shepherd;226500;False;2004-10-05T00:00:00+04:00;blues;74;1990;170;149186;48762;en
Let Go;Kenny Wayne Shepherd;302200;False;2004-10-05T00:00:00+04:00;blues;74;1990;170;149187;48762;en
Spank;Kenny Wayne Shepherd;181290;False;2004-10-05T00:00:00+04:00;blues;74;1990;170;149189;48762;en
Ain't Selling Out;Kenny Wayne Shepherd;194320;False;2004-10-05T00:00:00+04:00;blues;74;1990;170;149190;48762;en
Alive;Kenny Wayne Shepherd;224000;False;2004-10-05T00:00:00+04:00;blues;74;1990;170;149191;48762;en
Naked;Goo Goo Dolls;219450;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149192;58027;en
What a Scene;Goo Goo Dolls;252860;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149193;58027;en
Tucked Away;Goo Goo Dolls;190320;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149194;58027;en
Slide;Goo Goo Dolls;237880;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149195;58027;en
January Friend;Goo Goo Dolls;188080;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149196;58027;en
Think About Me;Goo Goo Dolls;222480;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149197;58027;en
Broadway;Goo Goo Dolls;294820;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149198;58027;en
Acoustic #3;Goo Goo Dolls;151300;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149199;58027;en
Black Balloon;Goo Goo Dolls;252450;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149200;58027;en
Two Days in February;Goo Goo Dolls;221980;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149201;58027;en
Here Is Gone;Goo Goo Dolls;209440;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149202;58027;en
Sympathy;Goo Goo Dolls;168900;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149203;58027;en
Cuz You're Gone;Goo Goo Dolls;387880;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149204;58027;en
Dizzy;Goo Goo Dolls;167400;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149205;58027;en
Give a Little Bit;Goo Goo Dolls;241760;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149206;58027;en
Name;Goo Goo Dolls;321680;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149207;58027;en
Big Machine;Goo Goo Dolls;208900;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149208;58027;en
Smash;Goo Goo Dolls;124290;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149209;58027;en
Give a Little Bit;Goo Goo Dolls;214380;False;2006-04-14T00:00:00+04:00;rock;190;6913;98;149210;58027;en
Iris;Goo Goo Dolls;376090;False;2004-11-23T00:00:00+03:00;rock;190;6913;20;149211;58027;en
Bad Boyfriend;Adam Sandler;234330;True;1997-09-05T00:00:00+04:00;pop;168;98;5;149212;37703;en
Sweet Beatrice;Adam Sandler;415300;False;1997-09-05T00:00:00+04:00;pop;168;98;5;149213;37703;en
Voodoo;Adam Sandler;248900;True;1997-09-05T00:00:00+04:00;pop;168;98;5;149214;37703;en
The Goat Song;Adam Sandler;469730;True;1997-09-05T00:00:00+04:00;pop;168;98;5;149215;37703;en
Corduroy Blues;Adam Sandler;244050;True;1997-09-05T00:00:00+04:00;pop;168;98;5;149216;37703;en
Four Years Old;Adam Sandler;151620;False;1997-09-05T00:00:00+04:00;pop;168;98;5;149217;37703;en
Dancin' and Pantsin';Adam Sandler;235970;True;1997-09-05T00:00:00+04:00;pop;168;98;5;149218;37703;en
The Respect Chant;Adam Sandler;58560;True;1997-09-05T00:00:00+04:00;pop;168;98;5;149219;37703;en
Listenin' to the Radio;Adam Sandler;279410;False;1997-09-05T00:00:00+04:00;pop;168;98;5;149220;37703;en
Moyda;Adam Sandler;258960;False;1997-09-05T00:00:00+04:00;pop;168;98;5;149221;37703;en
The Lonesome Kicker;Adam Sandler;356370;False;1997-09-05T00:00:00+04:00;pop;168;98;5;149222;37703;en
Pickin' Daisies;Adam Sandler;365100;False;1997-09-05T00:00:00+04:00;pop;168;98;5;149223;37703;en
Zittly Van Zittles;Adam Sandler;148730;False;1997-09-05T00:00:00+04:00;pop;168;98;5;149224;37703;en
Red Hooded Sweatshirt;Adam Sandler;357060;False;1997-09-05T00:00:00+04:00;pop;168;98;5;149225;37703;en
The Psychotic Legend of Uncle Donnie;Adam Sandler;677380;False;1999-09-10T00:00:00+04:00;;168;98;2;149227;37703;en
Cool Guy 3;Adam Sandler;82850;False;1999-09-10T00:00:00+04:00;;168;98;2;149228;37703;en
She Comes Home to Me;Adam Sandler;240930;True;1999-09-10T00:00:00+04:00;;168;98;2;149229;37703;en
Welcome My Son;Adam Sandler;131970;True;1999-09-10T00:00:00+04:00;;168;98;2;149230;37703;en
Cool Guy 2;Adam Sandler;96440;False;1999-09-10T00:00:00+04:00;;168;98;2;149231;37703;en
Reprise;Adam Sandler;61240;False;1999-09-10T00:00:00+04:00;;168;98;2;149232;37703;en
Whitey;Adam Sandler;978690;False;1999-09-10T00:00:00+04:00;;168;98;2;149233;37703;en
Cool Guy 4;Adam Sandler;75090;True;1999-09-10T00:00:00+04:00;;168;98;2;149234;37703;en
Cool Guy 5;Adam Sandler;97060;True;1999-09-10T00:00:00+04:00;;168;98;2;149235;37703;en
The Champion;Adam Sandler;476660;False;1999-09-10T00:00:00+04:00;;168;98;2;149236;37703;en
Dee Wee (My Friend the Massive Idiot);Adam Sandler;179260;True;1999-09-10T00:00:00+04:00;;168;98;2;149237;37703;en
Hot Water Burn Baby;Adam Sandler;268660;False;1999-09-10T00:00:00+04:00;;168;98;2;149238;37703;en
Cool Guy 1;Adam Sandler;57570;False;1999-09-10T00:00:00+04:00;;168;98;2;149239;37703;en
7 Foot Man;Adam Sandler;223690;False;1999-09-10T00:00:00+04:00;;168;98;2;149240;37703;en
The Peeper;Adam Sandler;363460;False;1999-09-10T00:00:00+04:00;;168;98;2;149241;37703;en
Inner Voice;Adam Sandler;270200;False;1999-09-10T00:00:00+04:00;;168;98;2;149242;37703;en
Casualty;Missy Higgins;254000;False;2024-04-05T00:00:00+03:00;foreignbard;113;473;;149243;48407;en
Scar;Missy Higgins;216130;False;2018-11-23T00:00:00+03:00;foreignbard;113;473;36;149244;48407;en
Dancing Dirt Into The Snow;Missy Higgins;206020;False;2010-08-16T00:00:00+04:00;alternative;113;473;6;149245;48407;en
The Cactus That Found The Beat;Missy Higgins;122290;False;2010-08-16T00:00:00+04:00;alternative;113;473;6;149246;48407;en
Portions for Foxes;Rilo Kiley;284640;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149247;58038;en
Accidntel Deth;Rilo Kiley;264900;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149248;58038;en
It Just Is;Rilo Kiley;146170;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149249;58038;en
Love and War (11/11/46);Rilo Kiley;214530;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149250;58038;en
Ripchord;Rilo Kiley;124690;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149251;58038;en
The Absence of God;Rilo Kiley;234040;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149252;58038;en
A Man / Me / Then Jim;Rilo Kiley;322440;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149253;58038;en
I Never;Rilo Kiley;271000;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149254;58038;en
More Adventurous;Rilo Kiley;205260;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149255;58038;en
Does He Love You?;Rilo Kiley;313400;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149256;58038;en
It's a Hit;Rilo Kiley;268330;False;2004-07-27T00:00:00+04:00;rock;75;283;31;149257;58038;en
Come Downstairs and Say Hello;Guster;390480;False;2020-07-24T00:00:00+03:00;alternative;79;339;1;149258;45737;en
Amsterdam;Guster;266740;False;2014-12-30T00:00:00+03:00;alternative;79;339;;149260;45737;en
I Spy;Guster;288170;False;2014-12-30T00:00:00+03:00;alternative;79;339;1;149261;45737;en
Fa Fa;Guster;320080;False;2020-07-24T00:00:00+03:00;alternative;79;339;1;149262;45737;en
Homecoming King;Guster;282380;False;2014-12-30T00:00:00+03:00;alternative;79;339;;149263;45737;en
Diane;Guster;254850;False;2014-12-30T00:00:00+03:00;alternative;79;339;;149264;45737;en
Happier;Guster;275240;False;2014-12-30T00:00:00+03:00;alternative;79;339;1;149265;45737;en
Careful;Guster;210230;False;2014-12-30T00:00:00+03:00;alternative;79;339;;149266;45737;en
Mona Lisa;Guster;250670;False;1995-11-14T00:00:00+03:00;alternative;79;339;6;149267;45737;en
Red Oyster Cult;Guster;243170;False;2014-12-30T00:00:00+03:00;alternative;79;339;;149269;45737;en
Ramona;Guster;191140;False;2020-07-24T00:00:00+03:00;alternative;79;339;1;149270;45737;en
Airport Song;Guster;210530;True;2017-01-31T00:00:00+03:00;rock;79;339;290;149271;45737;en
What You Wish for;Guster;233450;False;2014-12-30T00:00:00+03:00;alternative;79;339;1;149272;45737;en
Either Way;Guster;269580;False;2013-01-08T00:00:00+04:00;alternative;79;339;1;149273;45737;en
SpongeBob SquarePants Theme;The Pirates;61900;False;2004-11-09T00:00:00+03:00;soundtrack;321;163;658;149274;58045;en
Ocean Man;Ween;126940;False;1997-04-18T00:00:00+04:00;pop;199;744;386;149275;58047;en
Under My Rock;Patrick;197810;False;2004-11-09T00:00:00+03:00;soundtrack;234;9;658;149276;31542;en
Bikini Bottom;Electrocute;220010;False;2004-11-09T00:00:00+03:00;soundtrack;51;147;658;149278;58051;en
Prince Paul's Bubble Party;The Waikikis;149240;False;2004-11-09T00:00:00+03:00;soundtrack;33;7;658;149279;592218;en
You Better Swim;Motörhead;314060;False;2004-11-09T00:00:00+03:00;soundtrack;326;111803;658;149280;5106;en
Now That We're Men;Tom Kenny;110080;False;2004-11-09T00:00:00+03:00;soundtrack;21;7;658;149281;48761;en
Goofy Goober Rock;Tom Rothrock With Jim Wise;174480;False;2004-11-09T00:00:00+03:00;soundtrack;1;9;658;149282;58064;en
Just a Kid;Wilco;171330;False;2004-11-09T00:00:00+03:00;soundtrack;228;2054;658;149283;37702;en
The Goofy Goober Song;SpongeBob SquarePants Soundtrack/Mike Simpson With SpongeBob, Patrick & Goofy Goober;161730;False;2004-11-09T00:00:00+03:00;soundtrack;1;5;658;149285;58068;en
SpongeBob SquarePants Theme;Avril Lavigne;46570;False;2004-11-09T00:00:00+03:00;soundtrack;114;251045;658;149286;58069;en
They'll Soon Discover;the Shins;204440;False;2004-11-09T00:00:00+03:00;soundtrack;81;3539;658;149287;58071;en
SpongeBob & Patrick Confront the Psychic Wall of Energy;The Flaming Lips;219790;False;2005-08-23T00:00:00+04:00;indie;333;4454;183;149288;48715;en
All That I've Got;The Used;238560;True;2004-09-27T00:00:00+04:00;posthardcore;148;20884;49;149289;48746;en
Let It Bleed;The Used;190810;True;2004-09-27T00:00:00+04:00;posthardcore;148;20884;49;149290;48746;en
I'm a Fake;The Used;246340;True;2004-09-27T00:00:00+04:00;posthardcore;148;20884;49;149291;48746;en
Leaving New York;R.E.M.;291070;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149292;48108;en
The Ascent Of Man;R.E.M.;247140;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149293;48108;en
Around The Sun;R.E.M.;268770;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149294;48108;en
The Outsiders;R.E.M.;253820;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149295;48108;en
Make It All Okay;R.E.M.;222970;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149296;48108;en
Aftermath;R.E.M.;232920;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149297;48108;en
Final Straw;R.E.M.;246180;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149298;48108;en
High Speed Train;R.E.M.;303000;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149299;48108;en
Wanderlust;R.E.M.;184200;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149300;48108;en
I Wanted To Be Wrong;R.E.M.;274060;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149301;48108;en
Boy In The Well;R.E.M.;322330;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149302;48108;en
Electron Blue;R.E.M.;252480;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149303;48108;en
The Worst Joke Ever;R.E.M.;216970;False;2016-04-01T00:00:00+03:00;alternative;396;75196;280;149304;48108;en
Opposite Ends;The Crimea;257170;False;2004-10-05T00:00:00+04:00;alternative;53;20;1;149305;58073;en
Baby Boom;The Crimea;214930;False;2004-10-05T00:00:00+04:00;alternative;53;20;1;149306;58073;en
White Russian Galaxy;The Crimea;195180;False;2004-10-05T00:00:00+04:00;alternative;53;20;1;149307;58073;en
Bombay Sapphire Coma;The Crimea;224390;False;2004-10-05T00:00:00+04:00;alternative;53;20;1;149308;58073;en
Lottery Winners on Acid;The Crimea;216920;False;2004-10-05T00:00:00+04:00;alternative;53;20;1;149309;58073;en
It's Beginning To Look Like Christmas (with The Fontaine Sisters);Perry Como;155460;False;2004-11-02T00:00:00+03:00;soundtrack;2427;211740;764;149310;21824;en
Santa Claus Is Comin' to Town;Frank Sinatra;153160;False;2021-12-10T00:00:00+03:00;;10726;2184432;15;149313;3989;en
Aurora;Lucia Micarelli;183510;False;2004-07-27T00:00:00+04:00;pop;37;137;77;149326;58085;tl
She Is Like the Swallow;Lucia Micarelli;269160;False;2004-07-27T00:00:00+04:00;pop;37;137;77;149327;58085;en
The Bob Song;Big & Rich;409180;False;2004-11-02T00:00:00+03:00;country;102;199;;149333;45866;en
Save a Horse (Ride a Cowboy);Big & Rich;234180;False;2004-11-02T00:00:00+03:00;country;102;199;;149334;45866;en
Never Been Down;Big & Rich;203770;False;2004-11-02T00:00:00+03:00;country;102;199;;149335;45866;en
Drinkin' 'Bout You;Big & Rich;530050;False;2004-11-02T00:00:00+03:00;country;102;199;;149336;45866;en
Justice;The Sun;163220;False;2005-09-13T00:00:00+04:00;alternative;146;4;2;149337;48114;en
Valentine;The Sun;256940;False;2004-09-21T00:00:00+04:00;rock;146;4;;149339;48114;en
Somehow, Somewhere, Someway;Kenny Wayne Shepherd;285730;False;2004-09-21T00:00:00+04:00;blues;74;1990;17;149344;48762;en
King's Highway;Kenny Wayne Shepherd;316660;False;2004-09-21T00:00:00+04:00;blues;74;1990;17;149345;48762;en
Shotgun Blues;Kenny Wayne Shepherd;269370;False;2008-03-10T00:00:00+03:00;blues;74;1990;15;149346;48762;en
The River;Missy Higgins;268010;False;2024-04-05T00:00:00+03:00;foreignbard;113;473;;149348;48407;en
Ten Days - Australian Version;Missy Higgins;225420;False;2018-11-23T00:00:00+03:00;foreignbard;113;473;36;149349;48407;en
The Sound Of White;Missy Higgins;290990;False;2005-08-23T00:00:00+04:00;pop;113;473;;149350;48407;en
Don't Ever;Missy Higgins;172970;False;2024-04-05T00:00:00+03:00;foreignbard;113;473;;149351;48407;en
The Special Two;Missy Higgins;266240;False;2018-11-23T00:00:00+03:00;foreignbard;113;473;36;149352;48407;en
Any Day Now;Missy Higgins;231690;False;2024-04-05T00:00:00+03:00;foreignbard;113;473;;149353;48407;en
This Is How It Goes;Missy Higgins;212130;False;2024-04-05T00:00:00+03:00;foreignbard;113;473;;149354;48407;en
Nightminds;Missy Higgins;199720;False;2024-04-05T00:00:00+03:00;foreignbard;113;473;;149355;48407;en
They Weren't There;Missy Higgins;247840;False;2024-04-05T00:00:00+03:00;foreignbard;113;473;;149356;48407;en
Katie;Missy Higgins;215940;False;2024-04-05T00:00:00+03:00;foreignbard;113;473;;149357;48407;en
All for Believing;Missy Higgins;207960;False;2004-09-21T00:00:00+04:00;pop;113;473;11;149358;48407;en
Oreo Generation;Jeff Foxworthy;473250;False;2008-01-15T00:00:00+03:00;;114;1;;149361;45743;en
TV and Its Side Effects;Jeff Foxworthy;474490;False;2008-01-15T00:00:00+03:00;;114;1;;149376;45743;en
I Pissed My Pants;Larry The Cable Guy;23330;False;2004-11-16T00:00:00+03:00;;165;2;;149380;48299;en
Titty Bar Christmas;Larry The Cable Guy;127290;False;2004-11-16T00:00:00+03:00;;165;2;;149381;48299;en
The Most Wonderful Ass;Larry The Cable Guy;16450;False;2004-11-16T00:00:00+03:00;;165;2;;149382;48299;en
A Letter to Shania Twain;Larry The Cable Guy;141010;False;2004-11-16T00:00:00+03:00;;165;2;;149384;48299;en
Oh Holy Crap;Larry The Cable Guy;13170;False;2004-11-16T00:00:00+03:00;;165;2;;149385;48299;en
I Wish My Mother-In-Law'd Get Hit by a Car;Larry The Cable Guy;28280;False;2004-11-16T00:00:00+03:00;;165;2;;149386;48299;en
A Letter to Santy Claus;Larry The Cable Guy;102210;False;2004-11-16T00:00:00+03:00;;165;2;;149387;48299;en
The Christmas Story;Larry The Cable Guy;134340;False;2004-11-16T00:00:00+03:00;;165;2;;149388;48299;en
Donny the Retard;Larry The Cable Guy;7140;False;2004-11-16T00:00:00+03:00;;165;2;;149389;48299;en
Christmas Commentary;Larry The Cable Guy;143380;False;2004-11-16T00:00:00+03:00;;165;2;;149392;48299;en
Grandpa's Thanksgiving Story;Larry The Cable Guy;125680;False;2004-11-16T00:00:00+03:00;;165;2;;149393;48299;en
The First Queer Santy Claus;Larry The Cable Guy;14560;False;2004-11-16T00:00:00+03:00;;165;2;;149395;48299;en
Call a Doctor;Larry The Cable Guy;16460;False;2004-11-16T00:00:00+03:00;;165;2;;149397;48299;en
Hark, the Hairlip Angel;Larry The Cable Guy;8250;False;2004-11-16T00:00:00+03:00;;165;2;;149399;48299;en
Santy Claus, Santy Claus;Larry The Cable Guy;143380;False;2004-11-16T00:00:00+03:00;;165;2;;149400;48299;en
On the First Day of Christmas;Larry The Cable Guy;6330;False;2004-11-16T00:00:00+03:00;;165;2;;149403;48299;en
Rocks;Ben Jelen;201580;False;2004-10-05T00:00:00+04:00;pop;35;15;2;149405;44501;en
Setting of the Sun;Ben Jelen;347160;False;2004-10-05T00:00:00+04:00;pop;35;15;2;149406;44501;en
Give It All Away;Ben Jelen;314100;False;2004-10-05T00:00:00+04:00;pop;35;15;2;149407;44501;en
She'll Hear You;Ben Jelen;256890;False;2004-10-05T00:00:00+04:00;pop;35;15;2;149408;44501;en
Come On;Ben Jelen;219610;False;2004-10-05T00:00:00+04:00;pop;35;15;2;149409;44501;en
Harvest Moon;Neil Young;299150;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149410;188;en
Southern Man;Neil Young;331410;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149411;188;en
The Needle and the Damage Done;Neil Young;130520;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149412;188;en
Only Love Can Break Your Heart;Neil Young;188730;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149413;188;en
Down by the River;Neil Young;557450;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149414;188;en
Old Man;Neil Young;202690;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149415;188;en
Helpless;Neil Young;218250;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149416;188;en
Comes a Time;Neil Young;185070;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149417;188;en
Cowgirl in the Sand;Neil Young;605830;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149418;188;en
Ohio;Neil Young;179780;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149419;188;en
Heart of Gold;Neil Young;188490;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149420;188;en
Cinnamon Girl;Neil Young;179960;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149421;188;en
Hey Hey, My My (Into the Black);Neil Young;312630;False;1979-06-27T00:00:00+03:00;folkrock;836;10548;365;149422;188;en
After the Gold Rush;Neil Young;226540;False;2004-11-15T00:00:00+03:00;rock;836;10548;1594;149423;188;en
It Had to Be You;John Stevens;166190;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149424;58101;en
Come Fly with Me;John Stevens;202390;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149425;58101;en
Someone to Watch over Me;John Stevens;284000;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149426;58101;en
Here, There and Everywhere;John Stevens;181260;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149427;58101;en
My Blue Heaven;John Stevens;158820;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149428;58101;en
The Shadow of Your Smile;John Stevens;199450;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149429;58101;en
I Only Have Eyes for You;John Stevens;245450;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149430;58101;en
Don't Get Around Much Anymore;John Stevens;151180;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149431;58101;en
This Love;John Stevens;248890;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149432;58101;en
Let's Fall in Love;John Stevens;186620;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149433;58101;en
All of Me;John Stevens;178450;False;2005-05-25T00:00:00+04:00;pop;11;202;219;149434;58101;en
Walk on By;Seal;195080;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149435;48773;en
Killer;Seal;383810;False;2009-11-27T00:00:00+03:00;pop;242;21582;2775;149436;48773;en
Future Love Paradise;Seal;259420;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149437;48773;en
Lips Like Sugar;Seal;301320;False;2009-11-27T00:00:00+03:00;pop;242;21582;2775;149438;48773;en
Fly Like an Eagle;Seal;254700;False;2009-11-27T00:00:00+03:00;pop;242;21582;2775;149439;48773;en
Killer;Seal;337860;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149440;48773;en
Don't Cry;Seal;377880;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149441;48773;en
Get It Together;Seal;273890;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149442;48773;en
Love's Divine;Seal;283710;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149443;48773;en
Waiting for You;Seal;229640;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149444;48773;en
Touch;Seal;361450;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149445;48773;en
Colour;Seal;333270;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149446;48773;en
Prayer for the Dying;Seal;317280;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149447;48773;en
Kiss From A Rose;Seal;288410;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149448;48773;en
Kiss from a Rose;Seal;324050;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149449;48773;en
Prayer for the Dying;Seal;330240;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149450;48773;en
Walk on By;Seal;185150;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149451;48773;en
My Vision;Seal;223470;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149452;48773;en
Crazy;Seal;356520;False;2009-11-27T00:00:00+03:00;pop;242;21582;2775;149453;48773;en
Bring It On;Seal;284550;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149454;48773;en
Crazy;Seal;244480;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149455;48773;en
Get It Together;Seal;238290;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149456;48773;en
Don't Cry;Seal;385460;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149457;48773;en
Human Beings;Seal;274390;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149458;48773;en
Love's Divine;Seal;275970;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149459;48773;en
Just Like You Said;Seal;311770;False;2004-11-08T00:00:00+03:00;pop;242;21582;891;149460;48773;en
Hard Road;The Shore;243260;False;2004-11-09T00:00:00+03:00;alternative;16;14;1;149486;57588;en
Coming Down;The Shore;287730;False;2004-11-09T00:00:00+03:00;alternative;16;14;1;149487;57588;en
Waiting for the Sun;The Shore;265780;False;2004-11-09T00:00:00+03:00;alternative;16;14;1;149488;57588;en
Must Be You;The Sun;195860;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149490;48114;en
Rockstop;The Sun;220610;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149491;48114;en
Say Goodbye;The Sun;204240;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149492;48114;en
2B4;The Sun;124610;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149493;48114;en
These Heights;The Sun;198100;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149494;48114;en
Valentine;The Sun;255970;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149495;48114;en
Romantic Death;The Sun;189410;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149496;48114;en
Pavement Jive;The Sun;208400;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149497;48114;en
Lost at Home;The Sun;175040;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149498;48114;en
Lose Your Money;The Sun;205860;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149499;48114;en
We Tried;The Sun;206600;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149500;48114;en
Waiting on High;The Sun;177800;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149501;48114;en
Taking the Lord's Name in Vein;The Sun;240330;False;2005-11-08T00:00:00+03:00;alternative;146;4;1;149502;48114;en
Scar;Missy Higgins;199970;False;2010-08-16T00:00:00+04:00;alternative;113;473;6;149503;48407;en
Greed For Your Love;Missy Higgins;243000;False;2010-08-16T00:00:00+04:00;alternative;113;473;6;149505;48407;en
Ten Days - Australian Version;Missy Higgins;225420;False;2018-11-23T00:00:00+03:00;foreignbard;113;473;36;149506;48407;en
Crazy;Seal;338560;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149507;48773;en
Don't Cry;Seal;328130;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149508;48773;en
Kiss from a Rose;Seal;309840;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149509;48773;en
Future Love Paradise;Seal;423960;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149510;48773;en
Get It Together;Seal;257530;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149511;48773;en
Waiting for You;Seal;231160;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149512;48773;en
Killer;Seal;362530;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149513;48773;en
My Vision;Seal;319530;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149514;48773;en
Just Like You Said;Seal;300040;False;2005-05-24T00:00:00+04:00;pop;242;21582;72;149515;48773;en
