Название;Артист;Продолжительность(мс);Наличие мата;Дата релиза;Жанр;Количество треков у артиста;Количество лайков артиста;Количество лайков альбома;ID трека;ID артиста;Язык
I Maschi;Gianna Nannini;241000;False;2004-09-17T00:00:00+04:00;pop;270;815;40;120122;42745;it
Shock In My Town;Solis String Quartet;245960;False;2009-11-27T00:00:00+03:00;pop;77;15;4;120131;42740;it
Hard;Rihanna;250600;False;2009-11-23T00:00:00+03:00;pop;264;2085676;1674;120134;3477;en
Photographs;Rihanna;286360;False;2009-11-23T00:00:00+03:00;pop;264;2085676;1674;120139;3477;en
Wait Your Turn;Rihanna;226560;False;2009-11-23T00:00:00+03:00;pop;264;2085676;1674;120140;3477;en
Fire Bomb;Rihanna;257720;False;2009-11-23T00:00:00+03:00;pop;264;2085676;1674;120141;3477;en
Rude Boy;Rihanna;223610;False;2009-11-23T00:00:00+03:00;pop;264;2085676;1674;120142;3477;en
ROCKSTAR 101;Rihanna;238850;False;2009-11-23T00:00:00+03:00;pop;264;2085676;1674;120144;3477;en
Te Amo;Rihanna;208420;False;2009-11-23T00:00:00+03:00;pop;264;2085676;1674;120145;3477;en
Szomorú Szívem;Nox;261640;False;2009-11-18T00:00:00+03:00;pop;539;54;10;120147;42769;hu
Valami, Valaki;Nox;195440;False;2009-11-18T00:00:00+03:00;pop;539;54;10;120148;42769;hu
Álom Már;Nox;216000;False;2009-11-18T00:00:00+03:00;pop;539;54;10;120149;42769;hu
Ne Felejts!;Nox;225880;False;2009-11-18T00:00:00+03:00;pop;539;54;10;120150;42769;hu
Utazás;Nox;237530;False;2009-11-18T00:00:00+03:00;pop;539;54;10;120151;42769;hu
Ördögdal;Nox;233660;False;2009-11-18T00:00:00+03:00;pop;539;54;10;120152;42769;hu
Csillagos Ég;Nox;247920;False;2009-11-18T00:00:00+03:00;pop;539;54;10;120153;42769;hu
Mások Voltunk;Nox;231070;False;2009-11-18T00:00:00+03:00;pop;539;54;10;120155;42769;hu
Ne Várj, Ne Sírj;Nox;240370;False;2009-11-18T00:00:00+03:00;pop;539;54;10;120156;42769;hu
Rude Boy;Rihanna;222920;True;2009-11-23T00:00:00+03:00;pop;264;2085676;1772;120157;3477;en
Cold Case Love;Rihanna;364510;True;2009-11-23T00:00:00+03:00;pop;264;2085676;1772;120161;3477;en
Te Amo;Rihanna;208400;True;2009-11-23T00:00:00+03:00;pop;264;2085676;1772;120163;3477;en
Hard;Rihanna;250600;True;2009-11-23T00:00:00+03:00;pop;264;2085676;1772;120164;3477;en
Wait Your Turn;Rihanna;226560;True;2009-11-23T00:00:00+03:00;pop;264;2085676;1772;120167;3477;en
Stupid In Love;Rihanna;241440;True;2009-11-23T00:00:00+03:00;pop;264;2085676;1772;120168;3477;en
The Last Song;Rihanna;256150;True;2009-11-23T00:00:00+03:00;pop;264;2085676;1772;120169;3477;en
Dearie;Ethel Merman;201560;False;2005-08-30T00:00:00+04:00;vocal;743;33;1;120200;39788;en
Love Is The Reason;Ethel Merman;186040;False;2005-08-30T00:00:00+04:00;vocal;743;33;1;120206;39788;en
A Little Girl From Little Rock;Ethel Merman;183450;False;2005-08-30T00:00:00+04:00;vocal;743;33;1;120211;39788;en
Solitude;Marianne Faithfull;325320;False;2008-11-10T00:00:00+03:00;rock;279;840;31;120227;7846;en
Easy Come, Easy Go;Marianne Faithfull;193880;False;2008-11-10T00:00:00+03:00;rock;279;840;31;120229;7846;en
In Germany Before The War;Marianne Faithfull;247090;False;2008-11-10T00:00:00+03:00;rock;279;840;31;120230;7846;en
Dear God, Please Help Me;Marianne Faithfull;268950;False;2008-11-10T00:00:00+03:00;rock;279;840;31;120231;7846;en
Down From Dover;Marianne Faithfull;283320;False;2008-11-10T00:00:00+03:00;rock;279;840;31;120232;7846;en
Sing Me Back Home;Marianne Faithfull;303880;False;2008-11-10T00:00:00+03:00;rock;279;840;31;120233;7846;en
Children Of Stone;Marianne Faithfull;483680;False;2008-11-10T00:00:00+03:00;rock;279;840;31;120235;7846;en
The Phoenix;Marianne Faithfull;135150;False;2008-11-10T00:00:00+03:00;rock;279;840;31;120236;7846;en
The Crane Wife 3;Marianne Faithfull;237600;False;2008-11-10T00:00:00+03:00;rock;279;840;31;120237;7846;en
Hold On Hold On;Marianne Faithfull;177650;False;2008-11-10T00:00:00+03:00;rock;279;840;31;120238;7846;en
The Continuance;Jonathan Elias;280290;False;2004-08-24T00:00:00+04:00;pop;1745;42;24;120249;42805;en
No Bridge I Wouldn't Cross;David Cassidy;230970;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120253;11002;en
Ain't No Sunshine;David Cassidy;182980;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120254;11002;en
I Think I Love You;David Cassidy;175390;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120255;11002;en
Rock Me Baby;David Cassidy;236560;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120256;11002;en
How Can I Be Sure;David Cassidy;184690;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120257;11002;en
Cry;David Cassidy;199260;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120259;11002;en
Cherish;David Cassidy;249150;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120260;11002;en
I Can Feel Your Heartbeat;David Cassidy;122330;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120262;11002;en
C'mon Get Happy;David Cassidy;93910;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120263;11002;en
Ricky's Tune;David Cassidy;224130;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120264;11002;en
Lyin' To Myself;David Cassidy;226580;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120266;11002;en
Do You Believe In Magic;David Cassidy;169240;False;2009-12-02T00:00:00+03:00;pop;176;43;3;120267;11002;en
Norway;Beach House;234840;False;2010-01-18T00:00:00+03:00;indie;97;10143;15;120268;33337;en
I New York;Monica Zetterlund;135620;False;2013-02-06T00:00:00+04:00;pop;367;77;6;120275;13761;sv
Visa från Utanmyra;Monica Zetterlund;161530;False;2013-02-06T00:00:00+04:00;pop;367;77;6;120276;13761;sv
Alfie;Monica Zetterlund;215860;False;2013-02-06T00:00:00+04:00;pop;367;77;6;120278;13761;en
Monicas vals;Monica Zetterlund;210400;False;2013-02-06T00:00:00+04:00;pop;367;77;6;120279;13761;sv
Mister Kelly;Monica Zetterlund;173240;False;2013-02-06T00:00:00+04:00;pop;367;77;6;120280;13761;sv
Sweet Georgie Fame;Monica Zetterlund;200290;False;2008-01-01T00:00:00+03:00;pop;367;77;;120281;13761;sv
En gång i Stockholm;Monica Zetterlund;183820;False;2013-02-06T00:00:00+04:00;pop;367;77;6;120282;13761;sv
Trubbel;Monica Zetterlund;260750;False;2010-01-22T00:00:00+03:00;pop;367;77;;120283;13761;sv
Va' e' de' där;Monica Zetterlund;173690;False;2004-10-27T00:00:00+04:00;jazz;367;77;4;120284;13761;sv
Farfars vals;Monica Zetterlund;147360;False;2013-02-06T00:00:00+04:00;pop;367;77;6;120285;13761;sv
Gröna små äpplen;Monica Zetterlund;223970;False;2012-09-24T00:00:00+04:00;pop;367;77;;120286;13761;sv
It Could Happen To You;Monica Zetterlund;179660;False;1964-12-01T00:00:00+03:00;pop;367;77;39;120287;13761;en
I Won't Let The Sun Go Down On Me;Robin Cook;184420;False;2009-12-04T00:00:00+03:00;pop;14;12;4;120288;42829;en
I Won't Let The Sun Go Down On Me;Robin Cook;213830;False;2009-12-04T00:00:00+03:00;pop;14;12;4;120293;42829;en
Comanchero;Robin Cook;225300;False;2009-12-04T00:00:00+03:00;pop;14;12;4;120298;42829;en
Carrier Of A Secret;Sissel;247820;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120299;20761;en
Keep Falling Down;Sissel;305680;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120300;20761;en
Solitaire;Sissel;212680;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120301;20761;en
Shenandoah;Sissel;238150;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120302;20761;en
Sarah's Song;Sissel;266440;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120303;20761;en
Weightless;Sissel;290710;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120305;20761;en
Should It Matter;Sissel;291390;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120306;20761;en
Laer Meg A Kjenne;Sissel;216450;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120307;20761;no
All Good Things;Sissel;300140;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120308;20761;en
We Both Know;Sissel;205660;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120309;20761;en
Better Off Alone;Sissel;231830;False;2003-02-25T00:00:00+03:00;classical;221;837;44;120310;20761;en
Kouzlo bilejch car;Vera Spinarova;219890;False;2009-11-16T00:00:00+03:00;pop;453;7;2;120323;42844;cs
Jednoho dne se vratis (Un jour tu reviendras - Once Upon A Time);Vera Spinarova;270080;False;2009-11-16T00:00:00+03:00;pop;453;7;2;120327;42844;cs
A Wonderful Guy;Evelyn Knight;180840;False;2006-10-31T00:00:00+03:00;classical;80;149;1;120329;42857;en
The Next Time It Happens;Carmen McRae;181210;False;2006-10-31T00:00:00+03:00;classical;1750;2391;1;120333;1542;en
You'll Never Walk Alone;Judy Garland;197730;False;1994-07-04T00:00:00+04:00;pop;2996;802;47;120340;129816;en
Some Enchanted Evening;Al Jolson;190900;False;2006-10-31T00:00:00+03:00;classical;1268;214;1;120343;5155;en
En visa till Veronica;Cornelis Vreeswijk;124470;False;2010-02-12T00:00:00+03:00;pop;473;15;;120360;7899;sv
Strut My Stuff;The Love Willows;176350;False;2009-08-31T00:00:00+04:00;pop;13;0;1;120365;42871;en
Falling Faster;The Love Willows;170260;False;2009-08-31T00:00:00+04:00;pop;13;0;1;120372;42871;en
Brevet från Lillan;Evert Taube;174260;False;2008-01-01T00:00:00+03:00;pop;212;7;;120397;36084;sv
Pepita dansar;Evert Taube;174910;False;2008-01-01T00:00:00+03:00;pop;212;7;;120398;36084;sv
När jag var en ung caballero;Evert Taube;211330;False;2008-01-01T00:00:00+03:00;pop;212;7;;120399;36084;sv
Maj på Malö;Evert Taube;201920;False;2008-01-01T00:00:00+03:00;pop;212;7;;120401;36084;sv
Stockholmsmelodi;Evert Taube;163650;False;2010-01-04T00:00:00+03:00;pop;212;7;;120402;36084;sv
Så länge skutan kan gå;Evert Taube;142280;False;2010-01-04T00:00:00+03:00;pop;212;7;;120403;36084;sv
Sjösala vals;Evert Taube;177520;False;2008-01-01T00:00:00+03:00;pop;212;7;;120404;36084;sv
Möte i monsunen;Evert Taube;351940;False;2010-01-04T00:00:00+03:00;pop;212;7;;120411;36084;sv
Fritiof Anderssons paradmarsch;Evert Taube;225040;False;2010-01-04T00:00:00+03:00;pop;212;7;;120412;36084;sv
Nocturne (Sov på min arm);Evert Taube;167680;False;2008-01-01T00:00:00+03:00;pop;212;7;;120413;36084;sv
On My Heart reprise;Mike Oldfield;76380;False;2008-03-17T00:00:00+03:00;newage;321;12407;152;120417;19345;en
Shabda;Mike Oldfield;236980;False;2008-03-17T00:00:00+03:00;newage;321;12407;152;120418;19345;ca
On My Heart;Mike Oldfield;148630;False;2012-07-28T00:00:00+04:00;newage;321;12407;768;120419;19345;en
Aurora;Mike Oldfield;222300;False;2008-03-17T00:00:00+03:00;newage;321;12407;152;120429;19345;ro
Little Altar Boy;Carpenters;223890;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;120431;40880;en
Christ Is Born;Carpenters;193490;False;1984-01-15T00:00:00+03:00;;248;2520;43;120432;40880;en
Christmas Waltz;Carpenters;132900;False;1984-01-15T00:00:00+03:00;;248;2520;43;120433;40880;en
Have Yourself A Merry Little Christmas;Carpenters;234500;False;1984-01-15T00:00:00+03:00;;248;2520;43;120434;40880;en
It Came Upon A Midnight Clear;Carpenters;44160;False;1984-01-15T00:00:00+03:00;;248;2520;43;120435;40880;en
Sleigh Ride;Carpenters;159440;False;1984-01-15T00:00:00+03:00;;248;2520;43;120436;40880;en
Silent Night;Carpenters;201040;False;1984-01-15T00:00:00+03:00;;248;2520;43;120437;40880;en
Santa Claus Is Comin' To Town;Carpenters;65450;False;1984-01-15T00:00:00+03:00;;248;2520;43;120438;40880;en
Overture;Carpenters;495010;False;1984-01-15T00:00:00+03:00;;248;2520;43;120439;40880;en
Medley: Winter Wonderland/Silver Bells/White Christmas;Carpenters;330970;False;1984-01-15T00:00:00+03:00;;248;2520;43;120440;40880;en
It's Christmas Time / Sleep Well, Little Children;Carpenters;173250;False;1984-01-15T00:00:00+03:00;;248;2520;43;120442;40880;en
An Old Fashioned Christmas;Carpenters;131820;False;1984-01-15T00:00:00+03:00;;248;2520;43;120444;40880;en
Ave Maria;Carpenters;152560;False;1984-01-15T00:00:00+03:00;;248;2520;43;120445;40880;ca
(There's No Place Like) Home For The Holidays;Carpenters;155960;False;1984-01-15T00:00:00+03:00;;248;2520;43;120446;40880;en
I'll Be Home For Christmas;Carpenters;229530;False;1984-01-15T00:00:00+03:00;;248;2520;43;120447;40880;en
Christmas Song (Chestnuts Roasting On An Open Fire);Carpenters;219210;False;1984-01-15T00:00:00+03:00;;248;2520;43;120448;40880;en
December Song (I Dreamed Of Christmas);Michael George;215410;False;2011-12-11T00:00:00+04:00;pop;461;259;277;120451;83750;en
I Second That Emotion;Smokey Robinson;162290;False;1994-02-22T00:00:00+03:00;rnb;751;5048;8;120452;940;en
Agent Double-O-Soul;Edwin Starr;162360;False;1992-08-11T00:00:00+04:00;rnb;217;7934;249;120453;2107;en
Abraham, Martin & John;Marvin Gaye;270300;False;1970-01-08T00:00:00+03:00;soul;881;264171;26;120454;978;en
We Can Work It Out;Stevie Wonder;197760;False;1999-11-23T00:00:00+03:00;soul;655;54246;1428;120455;566;en
If You Really Love Me;Stevie Wonder;180960;False;1999-11-23T00:00:00+03:00;soul;655;54246;1428;120456;566;en
A Place In The Sun;Stevie Wonder;169900;False;2005-03-22T00:00:00+03:00;pop;655;54246;49;120458;566;en
Papa Was A Rollin' Stone;The Temptations;307570;False;2015-02-13T00:00:00+03:00;rnb;718;13480;37;120459;953;en
Idea;Randy Newman;128730;False;2003-07-22T00:00:00+04:00;films;625;692;3;120463;7109;ja
La Tequilera;Mariachi Reyna De Los Angeles;74860;False;2003-07-22T00:00:00+04:00;films;27;2;3;120475;42890;es
Kan bara vara jag;Idde Schultz;245910;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120499;42916;sv
Higher Ground;Idde Schultz;237030;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120515;42916;en
The Right Thing;Mandisa;203580;False;2007-12-04T00:00:00+03:00;soundtrack;152;173;2;120519;42937;en
The Cave Medley;VeggieTales;212840;False;2007-12-04T00:00:00+03:00;soundtrack;395;12;2;120520;42928;en
Rock Monster;VeggieTales;122850;False;2007-12-04T00:00:00+03:00;soundtrack;395;12;2;120521;42928;en
Opening Title/Spanish Gold;VeggieTales;102200;False;2007-12-04T00:00:00+03:00;soundtrack;395;12;2;120524;42928;en
What We Gonna Do?;TobyMac;186780;False;2007-12-04T00:00:00+03:00;soundtrack;249;2616;2;120527;42936;en
The Pirates Who Don't Do Anything;Relient K;151650;False;2007-12-04T00:00:00+03:00;soundtrack;202;1123;2;120528;42932;en
I Give You Three Heroes;VeggieTales;147890;False;2007-12-04T00:00:00+03:00;soundtrack;395;12;2;120529;42928;en
Jolly Joe's;VeggieTales;96500;False;2007-12-04T00:00:00+03:00;soundtrack;395;12;2;120531;42928;en
One-Eyed Louie;VeggieTales;114440;False;2007-12-04T00:00:00+03:00;soundtrack;395;12;2;120532;42928;en
Second Chances;Anointed;242820;False;2007-12-04T00:00:00+03:00;soundtrack;78;6;2;120533;42930;en
Yo Ho Hero;VeggieTales;151400;False;2007-12-04T00:00:00+03:00;soundtrack;395;12;2;120534;42928;en
Farväl - Adjö;Idde Schultz;194690;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120536;42916;sv
I min famn;Idde Schultz;210440;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120537;42916;sv
Skärsår;Idde Schultz;186330;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120538;42916;sv
Fiskarna i haven;Idde Schultz;273160;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120539;42916;sv
Högre mark;Idde Schultz;235540;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120540;42916;sv
(Du var) allt jag ville ha;Idde Schultz;240580;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120541;42916;sv
Du såg aldrig mig;Idde Schultz;199470;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120542;42916;sv
Småstadsskvaller;Idde Schultz;178200;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120543;42916;sv
Vita hus och lila slätter;Idde Schultz;237000;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120544;42916;sv
Jag väljer mina drömmar själv;Idde Schultz;166420;False;2009-12-04T00:00:00+03:00;pop;51;0;1;120545;42916;sv
L'amour en soi;Vanessa Paradis;306250;False;2008-10-20T00:00:00+04:00;pop;166;13784;102;120546;28801;fr
Ardoise;Vanessa Paradis;261720;False;2008-10-20T00:00:00+04:00;pop;166;13784;102;120547;28801;fr
L'Amour A Deux;Vanessa Paradis;293950;False;2008-10-20T00:00:00+04:00;pop;166;13784;102;120548;28801;fr
Amour Jamais;Vanessa Paradis;263020;False;2008-10-20T00:00:00+04:00;pop;166;13784;102;120549;28801;fr
Ophélie;Vanessa Paradis;240580;False;2008-10-20T00:00:00+04:00;pop;166;13784;102;120550;28801;fr
La Vague A Lames;Vanessa Paradis;198890;False;2008-10-20T00:00:00+04:00;pop;166;13784;102;120551;28801;fr
Walk On The Wild Side;Vanessa Paradis;267990;False;2008-10-20T00:00:00+04:00;pop;166;13784;102;120552;28801;en
Au Charme Non Plus;Vanessa Paradis;231860;False;2008-10-20T00:00:00+04:00;pop;166;13784;102;120553;28801;fr
Variations Sur Le Même T'Aime;Vanessa Paradis;270520;False;2008-10-20T00:00:00+04:00;pop;166;13784;102;120554;28801;fr
Flagrant délire;Vanessa Paradis;235880;False;2008-10-20T00:00:00+04:00;pop;166;13784;102;120555;28801;fr
Um Dia;Geraldo Azevedo;218610;False;2009-02-20T00:00:00+03:00;pop;236;9;1;120556;7195;pt
Coqueiros;Geraldo Azevedo;227010;False;1998-01-05T00:00:00+03:00;latinfolk;236;9;;120557;7195;pt
Campo Alegre;Geraldo Azevedo;132980;False;2009-02-20T00:00:00+03:00;pop;236;9;1;120558;7195;pt
Vento De Vozes;Geraldo Azevedo;212550;False;2009-02-20T00:00:00+03:00;pop;236;9;1;120559;7195;es
Canta Coração;Geraldo Azevedo;237600;False;1998-01-05T00:00:00+03:00;latinfolk;236;9;;120560;7195;pt
Lucas;Geraldo Azevedo;216290;False;2009-02-20T00:00:00+03:00;pop;236;9;1;120561;7195;es
Caravelas;Geraldo Azevedo;152260;False;2009-02-20T00:00:00+03:00;pop;236;9;1;120562;7195;pt
La Primera Vez (En El Instituto Y En La Universidad);Geraldo Azevedo;125170;False;2009-02-20T00:00:00+03:00;pop;236;9;1;120563;7195;es
Dia Branco;Geraldo Azevedo;128960;False;2009-02-20T00:00:00+03:00;pop;236;9;1;120564;7195;pt
Inclinações Musicais;Geraldo Azevedo;158260;False;1998-01-05T00:00:00+03:00;latinfolk;236;9;;120565;7195;pt
Saved By The Bell;Declan;202830;False;2021-11-30T00:00:00+03:00;pop;59;104;8;120579;42954;en
Tears In Heaven;Declan;267660;False;2020-09-04T00:00:00+03:00;pop;59;104;29;120580;42954;en
House Of The Rising Sun;Declan;198470;False;2021-11-30T00:00:00+03:00;pop;59;104;8;120581;42954;en
David's Song (Who'll Come With Me);Declan;198830;False;2020-09-04T00:00:00+03:00;pop;59;104;29;120582;42954;en
Vincent (Starry, Starry Night);Declan;243170;False;2020-09-04T00:00:00+03:00;pop;59;104;29;120583;42954;en
Where Did Our Love Go;Declan;141630;False;2020-09-04T00:00:00+03:00;pop;59;104;29;120584;42954;en
Love Of My Life;Declan;154810;False;2020-09-04T00:00:00+03:00;pop;59;104;29;120585;42954;en
Bright Eyes;Declan;231140;False;2021-11-30T00:00:00+03:00;pop;59;104;8;120586;42954;en
Nights In White Satin;Declan;226970;False;2020-09-04T00:00:00+03:00;pop;59;104;29;120587;42954;en
All Out Of Love;Declan;221660;False;2021-11-30T00:00:00+03:00;pop;59;104;8;120588;42954;en
Only One Woman;Declan;191770;False;2021-11-30T00:00:00+03:00;pop;59;104;8;120589;42954;en
The Last Unicorn;Declan;207390;False;2021-11-30T00:00:00+03:00;pop;59;104;8;120590;42954;en
Sailing;Declan;265190;False;2021-11-30T00:00:00+03:00;pop;59;104;8;120591;42954;en
An Angel;Declan;224330;False;2020-09-04T00:00:00+03:00;pop;59;104;29;120592;42954;en
Dev'essere cosi;Cesare Cremonini;231130;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120594;42978;it
La quête;Johnny Hallyday;199890;False;2006-09-04T00:00:00+04:00;rock;1644;1586;4;120595;19630;fr
Mon plus beau Noël;Johnny Hallyday;265660;False;2006-09-04T00:00:00+04:00;rock;1644;1586;4;120596;19630;fr
Sardegna;Cesare Cremonini;321460;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120597;42978;it
Latin lover;Cesare Cremonini;243970;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120598;42978;it
La fiera dei sogni;Cesare Cremonini;231260;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120600;42978;it
Niente di più;Cesare Cremonini;346730;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120601;42978;it
Marmellata#25;Cesare Cremonini;383060;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120602;42978;it
Un giorno migliore;Cesare Cremonini;270390;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120603;42978;it
Maggese;Cesare Cremonini;543130;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120604;42978;it
Momento silenzioso;Cesare Cremonini;379220;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120605;42978;it
Gli uomini e le donne sono uguali;Cesare Cremonini;283220;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120606;42978;it
Padremadre;Cesare Cremonini;555590;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120607;42978;it
Le tue parole fanno male;Cesare Cremonini;238100;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120608;42978;it
Vieni a vedere perchè;Cesare Cremonini;277190;False;2006-11-24T00:00:00+03:00;pop;130;257;2;120609;42978;it
Hallgass a szívedre;Dobrády Ákos;342310;False;2006-11-30T00:00:00+03:00;pop;16;0;;120620;42988;hu
Fekete gyémánt;Dobrády Ákos;253540;False;2006-11-30T00:00:00+03:00;pop;16;0;;120623;42988;hu
Dancing Queen;The Ten Tenors - Live in Berlin;170200;False;2006-08-26T00:00:00+04:00;vocal;4;0;3;120625;42997;en
Water / Va Pansiero;The Ten Tenors;262620;False;2006-08-26T00:00:00+04:00;vocal;27;74;3;120627;42995;en
Bohemian Rhapsody;The Ten Tenors - Live in Berlin;397490;False;2006-08-26T00:00:00+04:00;vocal;4;0;3;120628;42997;en
Mein Engel in Bluejeans;Jürgen Drews;225460;False;1991-07-25T00:00:00+03:00;pop;165;34;;120630;11221;de
Ein Bett im Kornfeld (Let Your Love Flow);Jürgen Drews;214020;False;1991-07-25T00:00:00+03:00;pop;165;34;;120631;11221;de
Macky-Messer;Hildegard Knef;190370;False;1993-03-12T00:00:00+03:00;pop;350;189;14;120634;43015;de
Zum Schluss...;Hildegard Knef;297850;False;2002-02-18T00:00:00+03:00;;350;189;7;120635;43015;de
Für mich soll's rote Rosen regnen;Hildegard Knef;191660;False;2009-03-13T00:00:00+03:00;pop;350;189;50;120636;43015;de
Eins und eins, das macht zwei;Hildegard Knef;171460;False;2009-03-13T00:00:00+03:00;pop;350;189;50;120637;43015;de
Ich möchte am Montag mal Sonntag haben;Hildegard Knef;127360;False;2009-03-13T00:00:00+03:00;pop;350;189;50;120638;43015;de
Flieger, grüß mir die Sonne;Extrabreit;172840;False;2007-05-31T00:00:00+04:00;rock;119;21;6;120645;43034;de
Kleptomanie;Extrabreit;260530;False;1990-05-14T00:00:00+04:00;pop;119;21;1;120646;43034;de
Hurra, hurra, die Schule brennt;Extrabreit;154500;False;2007-05-31T00:00:00+04:00;rock;119;21;6;120647;43034;de
Rudi Ratlos;Udo Lindenberg;188140;False;1974-08-15T00:00:00+03:00;pop;557;247;3;120649;6539;de
Der Malocher;Udo Lindenberg;234500;False;1973-09-01T00:00:00+03:00;pop;557;247;3;120650;6539;de
Alles klar auf der Andrea Doria;Udo Lindenberg;228330;False;1973-09-01T00:00:00+03:00;rock;557;247;2;120651;6539;de
Bis ans Ende der Welt;Udo Lindenberg;154290;False;1978-12-01T00:00:00+03:00;pop;557;247;1;120652;6539;de
Hoch im Norden;Udo Lindenberg;231570;False;2000-05-22T00:00:00+04:00;pop;557;247;1;120653;6539;de
Tutto alle tre;Pooh;151410;False;2007-03-16T00:00:00+03:00;foreignbard;475;143;2;120678;43046;it
Jul igen;Magnus Carlsson;160220;False;2006-01-01T00:00:00+03:00;pop;82;173;4;120681;43059;sv
Wrap Myself in Paper;Magnus Carlsson;215160;False;2006-01-01T00:00:00+03:00;pop;82;173;4;120682;43059;en
Välkommen hem;Magnus Carlsson;193320;False;2006-01-01T00:00:00+03:00;pop;82;173;4;120686;43059;sv
When You Wish Upon a Star;Magnus Carlsson;194280;False;2006-01-01T00:00:00+03:00;pop;82;173;4;120687;43059;en
Julens tid är här;Magnus Carlsson;201540;False;2006-01-01T00:00:00+03:00;pop;82;173;4;120690;43059;sv
If You Fail We All Fail;Fields;345190;False;2006-06-26T00:00:00+04:00;alternative;19;30;6;120695;15143;en
Knights of Cydonia;Muse;367300;False;2006-06-19T00:00:00+04:00;alternative;140;1101701;17099;120711;12048;en
Assassin;Muse;211130;False;2006-06-19T00:00:00+04:00;alternative;140;1101701;17099;120712;12048;en
Liquor & Love Lost;Bring Me The Horizon;159320;True;2013-11-26T00:00:00+04:00;alternativemetal;115;557257;4949;120713;43108;en
Pray For Plagues;Bring Me The Horizon;261720;True;2017-11-24T00:00:00+03:00;alternativemetal;115;557257;8674;120714;43108;en
For Stevie Wonder's Eyes Only (Braille);Bring Me The Horizon;269620;True;2013-11-26T00:00:00+04:00;alternativemetal;115;557257;4949;120715;43108;en
Black & Blue;Bring Me The Horizon;273630;True;2013-11-26T00:00:00+04:00;alternativemetal;115;557257;4949;120716;43108;en
(I Used To Make Out With) Medusa;Bring Me The Horizon;338960;True;2013-11-26T00:00:00+04:00;alternativemetal;115;557257;4949;120717;43108;en
Off the Heezay;Bring Me The Horizon;338930;True;2013-11-26T00:00:00+04:00;alternativemetal;115;557257;4949;120718;43108;en
A Lot Like Vegas;Bring Me The Horizon;129850;False;2013-11-26T00:00:00+04:00;alternativemetal;115;557257;4949;120721;43108;en
Tell Slater Not To Wash His Dick;Bring Me The Horizon;210410;True;2013-11-26T00:00:00+04:00;alternativemetal;115;557257;4949;120722;43108;en
Prisoner;Lucky Dube;250270;False;2013-05-07T00:00:00+04:00;reggae;15;394;6;120723;43109;en
RE: They Have No Reflections;Bring Me The Horizon;342210;False;2013-11-26T00:00:00+04:00;alternativemetal;115;557257;1383;120734;43108;en
Who Wants Flowers When You're Dead? Nobody;Bring Me The Horizon;294340;True;2013-11-26T00:00:00+04:00;alternativemetal;115;557257;1383;120735;43108;en
Traitors Never Play Hang-Man;Bring Me The Horizon;217000;True;2017-11-24T00:00:00+03:00;alternativemetal;115;557257;8674;120736;43108;en
